subject_id	subject_label	predicate_id	object_id	mapping_justification
GO:0043768	S-ribosylhomocysteine lyase activity	oio:hasDbXref	MetaCyc:RIBOSYLHOMOCYSTEINASE-RXN	semapv:ManualMappingCuration
GO:0043768	S-ribosylhomocysteine lyase activity	oio:hasDbXref	RHEA:17753	semapv:ManualMappingCuration
GO:0043770	demethylmenaquinone methyltransferase activity	oio:hasDbXref	EC:2.1.1.163	semapv:ManualMappingCuration
GO:0043771	cytidine kinase activity	oio:hasDbXref	EC:2.7.1.213	semapv:ManualMappingCuration
GO:0043771	cytidine kinase activity	oio:hasDbXref	RHEA:24674	semapv:ManualMappingCuration
GO:0043774	coenzyme F420-2 alpha-glutamyl ligase activity	oio:hasDbXref	EC:6.3.2.32	semapv:ManualMappingCuration
GO:0043774	coenzyme F420-2 alpha-glutamyl ligase activity	oio:hasDbXref	RHEA:42332	semapv:ManualMappingCuration
GO:0043776	cobalt-precorrin-6B C5-methyltransferase activity	oio:hasDbXref	MetaCyc:RXN-8766	semapv:ManualMappingCuration
GO:0043776	cobalt-precorrin-6B C5-methyltransferase activity	oio:hasDbXref	RHEA:36067	semapv:ManualMappingCuration
GO:0043777	cobalt-precorrin-7 C15-methyltransferase activity	oio:hasDbXref	MetaCyc:RXN-8767	semapv:ManualMappingCuration
GO:0043777	cobalt-precorrin-7 C15-methyltransferase activity	oio:hasDbXref	RHEA:34591	semapv:ManualMappingCuration
GO:0043778	cobalt-precorrin-8 methylmutase activity	oio:hasDbXref	EC:5.4.99.60	semapv:ManualMappingCuration
GO:0043778	cobalt-precorrin-8 methylmutase activity	oio:hasDbXref	MetaCyc:RXN-8768	semapv:ManualMappingCuration
GO:0043778	cobalt-precorrin-8 methylmutase activity	oio:hasDbXref	RHEA:16209	semapv:ManualMappingCuration
GO:0043779	cobalt-precorrin-5A acetaldehyde-lyase activity	oio:hasDbXref	EC:3.7.1.12	semapv:ManualMappingCuration
GO:0043779	cobalt-precorrin-5A acetaldehyde-lyase activity	oio:hasDbXref	MetaCyc:RXN-8763	semapv:ManualMappingCuration
GO:0043779	cobalt-precorrin-5A acetaldehyde-lyase activity	oio:hasDbXref	RHEA:26281	semapv:ManualMappingCuration
GO:0043780	cobalt-precorrin-5B C1-methyltransferase activity	oio:hasDbXref	MetaCyc:RXN-8764	semapv:ManualMappingCuration
GO:0043780	cobalt-precorrin-5B C1-methyltransferase activity	oio:hasDbXref	RHEA:26285	semapv:ManualMappingCuration
GO:0043781	cobalt-factor II C20-methyltransferase activity	oio:hasDbXref	EC:2.1.1.151	semapv:ManualMappingCuration
GO:0043781	cobalt-factor II C20-methyltransferase activity	oio:hasDbXref	MetaCyc:RXN-8760	semapv:ManualMappingCuration
GO:0043781	cobalt-factor II C20-methyltransferase activity	oio:hasDbXref	RHEA:17997	semapv:ManualMappingCuration
GO:0043782	cobalt-precorrin-3 C17-methyltransferase activity	oio:hasDbXref	MetaCyc:RXN-8761	semapv:ManualMappingCuration
GO:0043782	cobalt-precorrin-3 C17-methyltransferase activity	oio:hasDbXref	RHEA:26273	semapv:ManualMappingCuration
GO:0043783	oxidoreductase activity, acting on metal ions, flavin as acceptor	oio:hasDbXref	EC:1.16.8.-	semapv:ManualMappingCuration
GO:0043785	cinnamoyl-CoA:phenyllactate CoA-transferase activity	oio:hasDbXref	EC:2.8.3.17	semapv:ManualMappingCuration
GO:0043785	cinnamoyl-CoA:phenyllactate CoA-transferase activity	oio:hasDbXref	KEGG_REACTION:R07796	semapv:ManualMappingCuration
GO:0043785	cinnamoyl-CoA:phenyllactate CoA-transferase activity	oio:hasDbXref	MetaCyc:2.8.3.17-RXN	semapv:ManualMappingCuration
GO:0043785	cinnamoyl-CoA:phenyllactate CoA-transferase activity	oio:hasDbXref	RHEA:15601	semapv:ManualMappingCuration
GO:0043791	dimethylamine methyltransferase activity	oio:hasDbXref	EC:2.1.1.249	semapv:ManualMappingCuration
GO:0043791	dimethylamine methyltransferase activity	oio:hasDbXref	MetaCyc:RXN-8100	semapv:ManualMappingCuration
GO:0043791	dimethylamine methyltransferase activity	oio:hasDbXref	RHEA:41175	semapv:ManualMappingCuration
GO:0043792	enamidase activity	oio:hasDbXref	EC:3.5.2.18	semapv:ManualMappingCuration
GO:0043792	enamidase activity	oio:hasDbXref	KEGG_REACTION:R07984	semapv:ManualMappingCuration
GO:0043792	enamidase activity	oio:hasDbXref	MetaCyc:3.5.2.18-RXN	semapv:ManualMappingCuration
GO:0043792	enamidase activity	oio:hasDbXref	RHEA:17209	semapv:ManualMappingCuration
GO:0043793	beta-ribofuranosylaminobenzene 5'-phosphate synthase activity	oio:hasDbXref	MetaCyc:RXN-8124	semapv:ManualMappingCuration
GO:0043794	formate dehydrogenase (coenzyme F420) activity	oio:hasDbXref	EC:1.2.99.-	semapv:ManualMappingCuration
GO:0043795	glyceraldehyde oxidoreductase activity	oio:hasDbXref	EC:1.2.99.8	semapv:ManualMappingCuration
GO:0043795	glyceraldehyde oxidoreductase activity	oio:hasDbXref	RHEA:36047	semapv:ManualMappingCuration
GO:0043796	glyceraldehyde dehydrogenase (NADP+) activity	oio:hasDbXref	EC:1.2.1.89	semapv:ManualMappingCuration
GO:0043796	glyceraldehyde dehydrogenase (NADP+) activity	oio:hasDbXref	RHEA:40163	semapv:ManualMappingCuration
GO:0043797	glyceraldehyde-3-phosphate dehydrogenase (ferredoxin) activity	oio:hasDbXref	EC:1.2.7.6	semapv:ManualMappingCuration
GO:0043797	glyceraldehyde-3-phosphate dehydrogenase (ferredoxin) activity	oio:hasDbXref	MetaCyc:1.2.7.6-RXN	semapv:ManualMappingCuration
GO:0043797	glyceraldehyde-3-phosphate dehydrogenase (ferredoxin) activity	oio:hasDbXref	RHEA:24148	semapv:ManualMappingCuration
GO:0043798	glycerate 2-kinase activity	oio:hasDbXref	EC:2.7.1.165	semapv:ManualMappingCuration
GO:0043798	glycerate 2-kinase activity	oio:hasDbXref	MetaCyc:GKI-RXN	semapv:ManualMappingCuration
GO:0043798	glycerate 2-kinase activity	oio:hasDbXref	RHEA:27377	semapv:ManualMappingCuration
GO:0043799	glycine oxidase activity	oio:hasDbXref	EC:1.4.3.19	semapv:ManualMappingCuration
GO:0043799	glycine oxidase activity	oio:hasDbXref	MetaCyc:1.4.3.19-RXN	semapv:ManualMappingCuration
GO:0043799	glycine oxidase activity	oio:hasDbXref	MetaCyc:RXN-8672	semapv:ManualMappingCuration
GO:0043799	glycine oxidase activity	oio:hasDbXref	MetaCyc:RXN-8673	semapv:ManualMappingCuration
GO:0043799	glycine oxidase activity	oio:hasDbXref	MetaCyc:RXN-8674	semapv:ManualMappingCuration
GO:0043800	hexulose-6-phosphate isomerase activity	oio:hasDbXref	EC:5.3.1.27	semapv:ManualMappingCuration
GO:0043800	hexulose-6-phosphate isomerase activity	oio:hasDbXref	MetaCyc:R12-RXN	semapv:ManualMappingCuration
GO:0043800	hexulose-6-phosphate isomerase activity	oio:hasDbXref	RHEA:25900	semapv:ManualMappingCuration
GO:0043801	hexulose-6-phosphate synthase activity	oio:hasDbXref	EC:4.1.2.43	semapv:ManualMappingCuration
GO:0043801	hexulose-6-phosphate synthase activity	oio:hasDbXref	MetaCyc:R10-RXN	semapv:ManualMappingCuration
GO:0043801	hexulose-6-phosphate synthase activity	oio:hasDbXref	RHEA:25201	semapv:ManualMappingCuration
GO:0043802	hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolysing) activity	oio:hasDbXref	EC:6.3.5.9	semapv:ManualMappingCuration
GO:0043802	hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolysing) activity	oio:hasDbXref	KEGG_REACTION:R05224	semapv:ManualMappingCuration
GO:0043802	hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolysing) activity	oio:hasDbXref	MetaCyc:R341-RXN	semapv:ManualMappingCuration
GO:0043802	hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolysing) activity	oio:hasDbXref	RHEA:12544	semapv:ManualMappingCuration
GO:0043803	hydroxyneurosporene-O-methyltransferase activity	oio:hasDbXref	EC:2.1.1.210	semapv:ManualMappingCuration
GO:0043803	hydroxyneurosporene-O-methyltransferase activity	oio:hasDbXref	RHEA:30903	semapv:ManualMappingCuration
GO:0043804	imidazolone hydrolase activity	oio:hasDbXref	RHEA:24935	semapv:ManualMappingCuration
GO:0043805	indolepyruvate ferredoxin oxidoreductase activity	oio:hasDbXref	EC:1.2.7.8	semapv:ManualMappingCuration
GO:0043805	indolepyruvate ferredoxin oxidoreductase activity	oio:hasDbXref	MetaCyc:1.2.7.8-RXN	semapv:ManualMappingCuration
GO:0043805	indolepyruvate ferredoxin oxidoreductase activity	oio:hasDbXref	RHEA:12645	semapv:ManualMappingCuration
GO:0043806	keto acid formate lyase activity	oio:hasDbXref	EC:2.3.1.-	semapv:ManualMappingCuration
GO:0043806	keto acid formate lyase activity	oio:hasDbXref	MetaCyc:KETOBUTFORMLY-RXN	semapv:ManualMappingCuration
GO:0043807	3-methyl-2-oxobutanoate dehydrogenase (ferredoxin) activity	oio:hasDbXref	EC:1.2.7.7	semapv:ManualMappingCuration
GO:0043807	3-methyl-2-oxobutanoate dehydrogenase (ferredoxin) activity	oio:hasDbXref	MetaCyc:1.2.7.7-RXN	semapv:ManualMappingCuration
GO:0043807	3-methyl-2-oxobutanoate dehydrogenase (ferredoxin) activity	oio:hasDbXref	RHEA:11712	semapv:ManualMappingCuration
GO:0043810	ornithine-acyl [acyl carrier protein] N-acyltransferase activity	oio:hasDbXref	EC:2.3.2.30	semapv:ManualMappingCuration
GO:0043810	ornithine-acyl [acyl carrier protein] N-acyltransferase activity	oio:hasDbXref	RHEA:20633	semapv:ManualMappingCuration
GO:0043811	phosphate:acyl-[acyl carrier protein] acyltransferase activity	oio:hasDbXref	EC:2.3.1.274	semapv:ManualMappingCuration
GO:0043811	phosphate:acyl-[acyl carrier protein] acyltransferase activity	oio:hasDbXref	RHEA:42292	semapv:ManualMappingCuration
GO:0043812	phosphatidylinositol-4-phosphate phosphatase activity	oio:hasDbXref	RHEA:55652	semapv:ManualMappingCuration
GO:0043813	phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity	oio:hasDbXref	RHEA:32955	semapv:ManualMappingCuration
GO:0043814	phospholactate guanylyltransferase activity	oio:hasDbXref	EC:2.7.7.68	semapv:ManualMappingCuration
GO:0043814	phospholactate guanylyltransferase activity	oio:hasDbXref	RHEA:63424	semapv:ManualMappingCuration
GO:0043815	phosphoribosylglycinamide formyltransferase 2 activity	oio:hasDbXref	MetaCyc:GARTRANSFORMYL2-RXN	semapv:ManualMappingCuration
GO:0043815	phosphoribosylglycinamide formyltransferase 2 activity	oio:hasDbXref	RHEA:24829	semapv:ManualMappingCuration
GO:0043816	phosphoserine-tRNA(Cys) ligase activity	oio:hasDbXref	EC:6.1.1.27	semapv:ManualMappingCuration
GO:0043816	phosphoserine-tRNA(Cys) ligase activity	oio:hasDbXref	RHEA:25678	semapv:ManualMappingCuration
GO:0043817	phosphosulfolactate synthase activity	oio:hasDbXref	EC:4.4.1.19	semapv:ManualMappingCuration
GO:0043817	phosphosulfolactate synthase activity	oio:hasDbXref	KEGG_REACTION:R07476	semapv:ManualMappingCuration
GO:0043817	phosphosulfolactate synthase activity	oio:hasDbXref	MetaCyc:ABC-16-RXN	semapv:ManualMappingCuration
GO:0043817	phosphosulfolactate synthase activity	oio:hasDbXref	RHEA:22784	semapv:ManualMappingCuration
GO:0043818	precorrin-3B synthase activity	oio:hasDbXref	EC:1.14.13.83	semapv:ManualMappingCuration
GO:0043818	precorrin-3B synthase activity	oio:hasDbXref	KEGG_REACTION:R05217	semapv:ManualMappingCuration
GO:0043818	precorrin-3B synthase activity	oio:hasDbXref	MetaCyc:R321-RXN	semapv:ManualMappingCuration
GO:0043818	precorrin-3B synthase activity	oio:hasDbXref	RHEA:17293	semapv:ManualMappingCuration
GO:0043819	precorrin-6A synthase (deacetylating) activity	oio:hasDbXref	EC:2.1.1.152	semapv:ManualMappingCuration
GO:0043819	precorrin-6A synthase (deacetylating) activity	oio:hasDbXref	KEGG_REACTION:R05219	semapv:ManualMappingCuration
GO:0043819	precorrin-6A synthase (deacetylating) activity	oio:hasDbXref	MetaCyc:R322-RXN	semapv:ManualMappingCuration
GO:0043819	precorrin-6A synthase (deacetylating) activity	oio:hasDbXref	RHEA:18261	semapv:ManualMappingCuration
GO:0043821	propionyl-CoA:succinate CoA-transferase activity	oio:hasDbXref	MetaCyc:RXN0-268	semapv:ManualMappingCuration
GO:0043821	propionyl-CoA:succinate CoA-transferase activity	oio:hasDbXref	RHEA:28010	semapv:ManualMappingCuration
GO:0043822	ribonuclease M5 activity	oio:hasDbXref	EC:3.1.26.8	semapv:ManualMappingCuration
GO:0043822	ribonuclease M5 activity	oio:hasDbXref	MetaCyc:3.1.26.8-RXN	semapv:ManualMappingCuration
GO:0043823	spheroidene monooxygenase activity	oio:hasDbXref	EC:1.14.15.9	semapv:ManualMappingCuration
GO:0043823	spheroidene monooxygenase activity	oio:hasDbXref	MetaCyc:RXN-10670	semapv:ManualMappingCuration
GO:0043823	spheroidene monooxygenase activity	oio:hasDbXref	RHEA:33027	semapv:ManualMappingCuration
GO:0043824	succinylglutamate-semialdehyde dehydrogenase activity	oio:hasDbXref	EC:1.2.1.71	semapv:ManualMappingCuration
GO:0043824	succinylglutamate-semialdehyde dehydrogenase activity	oio:hasDbXref	KEGG_REACTION:R05049	semapv:ManualMappingCuration
GO:0043824	succinylglutamate-semialdehyde dehydrogenase activity	oio:hasDbXref	MetaCyc:SUCCGLUALDDEHYD-RXN	semapv:ManualMappingCuration
GO:0043824	succinylglutamate-semialdehyde dehydrogenase activity	oio:hasDbXref	RHEA:10812	semapv:ManualMappingCuration
GO:0043825	succinylornithine transaminase activity	oio:hasDbXref	EC:2.6.1.81	semapv:ManualMappingCuration
GO:0043825	succinylornithine transaminase activity	oio:hasDbXref	KEGG_REACTION:R04217	semapv:ManualMappingCuration
GO:0043825	succinylornithine transaminase activity	oio:hasDbXref	MetaCyc:SUCCORNTRANSAM-RXN	semapv:ManualMappingCuration
GO:0043825	succinylornithine transaminase activity	oio:hasDbXref	RHEA:16953	semapv:ManualMappingCuration
GO:0043827	tRNA (adenine(57)-N1)/(adenine(58)-N1)-methyltransferase activity	oio:hasDbXref	EC:2.1.1.219	semapv:ManualMappingCuration
GO:0043827	tRNA (adenine(57)-N1)/(adenine(58)-N1)-methyltransferase activity	oio:hasDbXref	RHEA:41740	semapv:ManualMappingCuration
GO:0043828	tRNA 2-selenouridine synthase activity	oio:hasDbXref	EC:2.9.1.3	semapv:ManualMappingCuration
GO:0043828	tRNA 2-selenouridine synthase activity	oio:hasDbXref	MetaCyc:RXN0-2281	semapv:ManualMappingCuration
GO:0043828	tRNA 2-selenouridine synthase activity	oio:hasDbXref	RHEA:42716	semapv:ManualMappingCuration
GO:0043829	tRNA-specific adenosine-37 deaminase activity	oio:hasDbXref	EC:3.5.4.34	semapv:ManualMappingCuration
GO:0043829	tRNA-specific adenosine-37 deaminase activity	oio:hasDbXref	RHEA:50968	semapv:ManualMappingCuration
GO:0043830	thiol-driven fumarate reductase activity	oio:hasDbXref	EC:1.3.99.-	semapv:ManualMappingCuration
GO:0043831	thiosulfate dehydrogenase (quinone) activity	oio:hasDbXref	EC:1.8.5.2	semapv:ManualMappingCuration
GO:0043831	thiosulfate dehydrogenase (quinone) activity	oio:hasDbXref	KEGG_REACTION:R07177	semapv:ManualMappingCuration
GO:0043831	thiosulfate dehydrogenase (quinone) activity	oio:hasDbXref	MetaCyc:1.8.5.2-RXN	semapv:ManualMappingCuration
GO:0043831	thiosulfate dehydrogenase (quinone) activity	oio:hasDbXref	RHEA:10936	semapv:ManualMappingCuration
GO:0043833	[methyl-Co(III) methylamine-specific corrinoid protein]:coenzyme M methyltransferase activity	oio:hasDbXref	EC:2.1.1.247	semapv:ManualMappingCuration
GO:0043833	[methyl-Co(III) methylamine-specific corrinoid protein]:coenzyme M methyltransferase activity	oio:hasDbXref	MetaCyc:RXN-8099	semapv:ManualMappingCuration
GO:0043833	[methyl-Co(III) methylamine-specific corrinoid protein]:coenzyme M methyltransferase activity	oio:hasDbXref	MetaCyc:RXN-8101	semapv:ManualMappingCuration
GO:0043833	[methyl-Co(III) methylamine-specific corrinoid protein]:coenzyme M methyltransferase activity	oio:hasDbXref	MetaCyc:RXN-8103	semapv:ManualMappingCuration
GO:0043833	[methyl-Co(III) methylamine-specific corrinoid protein]:coenzyme M methyltransferase activity	oio:hasDbXref	RHEA:18773	semapv:ManualMappingCuration
GO:0043834	trimethylamine methyltransferase activity	oio:hasDbXref	EC:2.1.1.250	semapv:ManualMappingCuration
GO:0043834	trimethylamine methyltransferase activity	oio:hasDbXref	MetaCyc:RXN-8102	semapv:ManualMappingCuration
GO:0043834	trimethylamine methyltransferase activity	oio:hasDbXref	RHEA:39287	semapv:ManualMappingCuration
GO:0043835	obsolete uracil/thymine dehydrogenase activity	oio:hasDbXref	EC:1.17.99.4	semapv:ManualMappingCuration
GO:0043836	xanthine hydrolase activity	oio:hasDbXref	MetaCyc:R127-RXN	semapv:ManualMappingCuration
GO:0043837	valine dehydrogenase (NAD+) activity	oio:hasDbXref	EC:1.4.1.23	semapv:ManualMappingCuration
GO:0043837	valine dehydrogenase (NAD+) activity	oio:hasDbXref	RHEA:30763	semapv:ManualMappingCuration
GO:0043840	branched-chain amino acid:2-keto-4-methylthiobutyrate aminotransferase activity	oio:hasDbXref	MetaCyc:RXN-7708	semapv:ManualMappingCuration
GO:0043842	Kdo transferase activity	oio:hasDbXref	EC:2.4.99.12	semapv:ManualMappingCuration
GO:0043842	Kdo transferase activity	oio:hasDbXref	EC:2.4.99.13	semapv:ManualMappingCuration
GO:0043842	Kdo transferase activity	oio:hasDbXref	EC:2.4.99.14	semapv:ManualMappingCuration
GO:0043842	Kdo transferase activity	oio:hasDbXref	EC:2.4.99.15	semapv:ManualMappingCuration
GO:0043842	Kdo transferase activity	oio:hasDbXref	MetaCyc:KDOTRANS-RXN	semapv:ManualMappingCuration
GO:0043842	Kdo transferase activity	oio:hasDbXref	MetaCyc:KDOTRANS2-RXN	semapv:ManualMappingCuration
GO:0043843	ADP-specific glucokinase activity	oio:hasDbXref	EC:2.7.1.147	semapv:ManualMappingCuration
GO:0043843	ADP-specific glucokinase activity	oio:hasDbXref	RHEA:11460	semapv:ManualMappingCuration
GO:0043844	ADP-specific phosphofructokinase activity	oio:hasDbXref	EC:2.7.1.146	semapv:ManualMappingCuration
GO:0043844	ADP-specific phosphofructokinase activity	oio:hasDbXref	RHEA:20105	semapv:ManualMappingCuration
GO:0043852	monomethylamine methyltransferase activity	oio:hasDbXref	EC:2.1.1.248	semapv:ManualMappingCuration
GO:0043852	monomethylamine methyltransferase activity	oio:hasDbXref	MetaCyc:RXN-8098	semapv:ManualMappingCuration
GO:0043852	monomethylamine methyltransferase activity	oio:hasDbXref	RHEA:26059	semapv:ManualMappingCuration
GO:0043853	methanol-CoM methyltransferase complex	oio:hasDbXref	MetaCyc:CPLX-421	semapv:ManualMappingCuration
GO:0043857	N-acetylornithine carbamoyltransferase activity	oio:hasDbXref	EC:2.1.3.9	semapv:ManualMappingCuration
GO:0043857	N-acetylornithine carbamoyltransferase activity	oio:hasDbXref	KEGG_REACTION:R07245	semapv:ManualMappingCuration
GO:0043857	N-acetylornithine carbamoyltransferase activity	oio:hasDbXref	MetaCyc:2.1.3.9-RXN	semapv:ManualMappingCuration
GO:0043857	N-acetylornithine carbamoyltransferase activity	oio:hasDbXref	RHEA:18609	semapv:ManualMappingCuration
GO:0043858	arginine:ornithine antiporter activity	oio:hasDbXref	RHEA:34991	semapv:ManualMappingCuration
GO:0043860	cyanophycin synthetase activity	oio:hasDbXref	EC:6.3.1.-	semapv:ManualMappingCuration
GO:0043863	4-hydroxy-2-ketopimelate aldolase activity	oio:hasDbXref	MetaCyc:4-HYDROXY-2-KETOPIMELATE-LYSIS-RXN	semapv:ManualMappingCuration
GO:0043863	4-hydroxy-2-ketopimelate aldolase activity	oio:hasDbXref	RHEA:25788	semapv:ManualMappingCuration
GO:0043864	indoleacetamide hydrolase activity	oio:hasDbXref	EC:3.5.1.4	semapv:ManualMappingCuration
GO:0043864	indoleacetamide hydrolase activity	oio:hasDbXref	MetaCyc:G-5841	semapv:ManualMappingCuration
GO:0043864	indoleacetamide hydrolase activity	oio:hasDbXref	RHEA:34371	semapv:ManualMappingCuration
GO:0043866	adenylyl-sulfate reductase (thioredoxin) activity	oio:hasDbXref	EC:1.8.4.10	semapv:ManualMappingCuration
GO:0043866	adenylyl-sulfate reductase (thioredoxin) activity	oio:hasDbXref	RHEA:21976	semapv:ManualMappingCuration
GO:0043870	N-acetyl-gamma-aminoadipyl-phosphate reductase activity	oio:hasDbXref	MetaCyc:RXN-5183	semapv:ManualMappingCuration
GO:0043870	N-acetyl-gamma-aminoadipyl-phosphate reductase activity	oio:hasDbXref	RHEA:41948	semapv:ManualMappingCuration
GO:0043871	delta1-piperideine-6-carboxylate dehydrogenase activity	oio:hasDbXref	MetaCyc:RXN-8162	semapv:ManualMappingCuration
GO:0043871	delta1-piperideine-6-carboxylate dehydrogenase activity	oio:hasDbXref	RHEA:49476	semapv:ManualMappingCuration
GO:0043873	pyruvate-flavodoxin oxidoreductase activity	oio:hasDbXref	MetaCyc:PYFLAVOXRE-RXN	semapv:ManualMappingCuration
GO:0043873	pyruvate-flavodoxin oxidoreductase activity	oio:hasDbXref	RHEA:44140	semapv:ManualMappingCuration
GO:0043874	acireductone synthase activity	oio:hasDbXref	EC:3.1.3.77	semapv:ManualMappingCuration
GO:0043874	acireductone synthase activity	oio:hasDbXref	MetaCyc:3.1.3.77-RXN	semapv:ManualMappingCuration
GO:0043874	acireductone synthase activity	oio:hasDbXref	RHEA:21700	semapv:ManualMappingCuration
GO:0043875	2-ketobutyrate formate-lyase activity	oio:hasDbXref	MetaCyc:KETOBUTFORMLY-RXN	semapv:ManualMappingCuration
GO:0043875	2-ketobutyrate formate-lyase activity	oio:hasDbXref	RHEA:28054	semapv:ManualMappingCuration
GO:0043876	D-threonine aldolase activity	oio:hasDbXref	EC:4.1.2.42	semapv:ManualMappingCuration
GO:0043876	D-threonine aldolase activity	oio:hasDbXref	MetaCyc:4.1.2.42-RXN	semapv:ManualMappingCuration
GO:0043876	D-threonine aldolase activity	oio:hasDbXref	RHEA:15257	semapv:ManualMappingCuration
GO:0043878	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity	oio:hasDbXref	EC:1.2.1.3	semapv:ManualMappingCuration
GO:0043878	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity	oio:hasDbXref	MetaCyc:RXN-3443	semapv:ManualMappingCuration
GO:0043878	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity	oio:hasDbXref	RHEA:25294	semapv:ManualMappingCuration
GO:0043879	glycolate transmembrane transporter activity	oio:hasDbXref	RHEA:29447	semapv:ManualMappingCuration
GO:0043884	CO-methylating acetyl-CoA synthase activity	oio:hasDbXref	EC:2.3.1.169	semapv:ManualMappingCuration
GO:0043884	CO-methylating acetyl-CoA synthase activity	oio:hasDbXref	MetaCyc:ACETYLSYNCLTH-RXN	semapv:ManualMappingCuration
GO:0043884	CO-methylating acetyl-CoA synthase activity	oio:hasDbXref	RHEA:45212	semapv:ManualMappingCuration
GO:0043885	carbon-monoxide dehydrogenase (ferredoxin) activity	oio:hasDbXref	EC:1.2.7.4	semapv:ManualMappingCuration
GO:0043885	carbon-monoxide dehydrogenase (ferredoxin) activity	oio:hasDbXref	MetaCyc:1.2.7.4-RXN	semapv:ManualMappingCuration
GO:0043888	obsolete (S)-2,3-di-O-geranylgeranylglyceryl phosphate synthase activity	oio:hasDbXref	EC:2.5.1.42	semapv:ManualMappingCuration
GO:0043889	obsolete (S)-3-O-geranylgeranylglyceryl phosphate synthase activity	oio:hasDbXref	EC:2.5.1.41	semapv:ManualMappingCuration
GO:0043890	N-acetylgalactosamine-6-sulfatase activity	oio:hasDbXref	EC:3.1.6.4	semapv:ManualMappingCuration
GO:0043890	N-acetylgalactosamine-6-sulfatase activity	oio:hasDbXref	MetaCyc:3.1.6.4-RXN	semapv:ManualMappingCuration
GO:0043891	glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating) activity	oio:hasDbXref	EC:1.2.1.59	semapv:ManualMappingCuration
GO:0043891	glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating) activity	oio:hasDbXref	MetaCyc:GAPDHSYNEC-RXN	semapv:ManualMappingCuration
GO:0043892	methylglyoxal reductase (NADPH) activity	oio:hasDbXref	EC:1.1.1.283	semapv:ManualMappingCuration
GO:0043892	methylglyoxal reductase (NADPH) activity	oio:hasDbXref	MetaCyc:1.1.1.283-RXN	semapv:ManualMappingCuration
GO:0043892	methylglyoxal reductase (NADPH) activity	oio:hasDbXref	RHEA:21748	semapv:ManualMappingCuration
GO:0043895	cyclomaltodextrin glucanotransferase activity	oio:hasDbXref	EC:2.4.1.19	semapv:ManualMappingCuration
GO:0043895	cyclomaltodextrin glucanotransferase activity	oio:hasDbXref	MetaCyc:2.4.1.19-RXN	semapv:ManualMappingCuration
GO:0043896	glucan 1,6-alpha-glucosidase activity	oio:hasDbXref	EC:3.2.1.70	semapv:ManualMappingCuration
GO:0043896	glucan 1,6-alpha-glucosidase activity	oio:hasDbXref	MetaCyc:3.2.1.70-RXN	semapv:ManualMappingCuration
GO:0043897	glucan 1,4-alpha-maltohydrolase activity	oio:hasDbXref	EC:3.2.1.133	semapv:ManualMappingCuration
GO:0043897	glucan 1,4-alpha-maltohydrolase activity	oio:hasDbXref	MetaCyc:3.2.1.133-RXN	semapv:ManualMappingCuration
GO:0043904	isochorismate pyruvate lyase activity	oio:hasDbXref	EC:4.2.99.21	semapv:ManualMappingCuration
GO:0043904	isochorismate pyruvate lyase activity	oio:hasDbXref	MetaCyc:RXN-1981	semapv:ManualMappingCuration
GO:0043904	isochorismate pyruvate lyase activity	oio:hasDbXref	RHEA:27874	semapv:ManualMappingCuration
GO:0043909	N-acetylcitrulline deacetylase activity	oio:hasDbXref	RHEA:61092	semapv:ManualMappingCuration
GO:0043910	ATP:coenzyme F420 adenylyltransferase activity	oio:hasDbXref	MetaCyc:RXN-9385	semapv:ManualMappingCuration
GO:0043912	D-lysine oxidase activity	oio:hasDbXref	EC:1.4.3.-	semapv:ManualMappingCuration
GO:0043914	NADPH:sulfur oxidoreductase activity	oio:hasDbXref	EC:1.8.1.18	semapv:ManualMappingCuration
GO:0043915	L-seryl-tRNA(Sec) kinase activity	oio:hasDbXref	EC:2.7.1.164	semapv:ManualMappingCuration
GO:0043915	L-seryl-tRNA(Sec) kinase activity	oio:hasDbXref	MetaCyc:RXN-10038	semapv:ManualMappingCuration
GO:0043915	L-seryl-tRNA(Sec) kinase activity	oio:hasDbXref	RHEA:25037	semapv:ManualMappingCuration
GO:0043916	DNA-7-methylguanine glycosylase activity	oio:hasDbXref	EC:3.2.2.21	semapv:ManualMappingCuration
GO:0043916	DNA-7-methylguanine glycosylase activity	oio:hasDbXref	MetaCyc:3.2.2.21-RXN	semapv:ManualMappingCuration
GO:0043917	ribose 1,5-bisphosphate isomerase activity	oio:hasDbXref	EC:5.3.1.29	semapv:ManualMappingCuration
GO:0043917	ribose 1,5-bisphosphate isomerase activity	oio:hasDbXref	MetaCyc:RXN-8801	semapv:ManualMappingCuration
GO:0043917	ribose 1,5-bisphosphate isomerase activity	oio:hasDbXref	RHEA:32243	semapv:ManualMappingCuration
